,predictions,target
0,1.0,0
1,1.0,1
2,0.0,1
3,1.0,0
4,1.0,1
5,0.0,0
6,0.0,1
7,0.0,0
8,1.0,0
9,0.0,0
10,0.0,0
11,1.0,1
12,1.0,1
13,0.0,0
14,0.0,1
15,1.0,1
16,0.0,0
17,0.0,0
18,0.0,0
19,0.0,0
20,0.0,1
21,0.0,1
22,0.0,0
23,1.0,1
24,0.0,0
25,0.0,0
26,0.0,0
27,0.0,0
28,0.0,0
29,1.0,1
30,1.0,1
31,0.0,0
32,0.0,0
33,1.0,1
34,0.0,0
35,1.0,1
36,0.0,0
37,1.0,0
38,1.0,0
39,1.0,1
40,0.0,0
41,1.0,1
42,1.0,0
43,1.0,1
44,1.0,1
45,0.0,0
46,0.0,0
47,0.0,0
48,1.0,1
49,0.0,1
50,1.0,1
51,1.0,0
52,0.0,1
53,1.0,1
54,1.0,1
55,1.0,1
56,0.0,0
57,1.0,1
58,1.0,1
59,1.0,1
60,0.0,1
61,0.0,0
62,1.0,0
63,0.0,0
64,1.0,1
65,1.0,1
66,0.0,0
67,1.0,1
68,0.0,0
69,1.0,1
70,0.0,0
71,0.0,0
72,0.0,0
73,1.0,1
74,0.0,0
75,0.0,0
76,0.0,0
77,1.0,1
78,1.0,1
79,1.0,1
80,0.0,0
81,0.0,0
82,0.0,0
83,1.0,0
84,1.0,1
85,0.0,1
86,0.0,1
87,1.0,1
88,0.0,0
89,1.0,1
90,1.0,1
91,0.0,0
92,0.0,0
93,0.0,0
94,0.0,0
95,0.0,0
96,0.0,0
97,1.0,1
98,1.0,1
99,0.0,0
100,0.0,0
101,0.0,0
102,0.0,0
103,1.0,1
104,1.0,0
105,0.0,0
106,0.0,0
107,0.0,0
108,0.0,0
109,0.0,1
110,0.0,0
111,1.0,1
112,1.0,1
113,0.0,1
114,1.0,1
115,0.0,1
116,1.0,1
117,0.0,0
118,1.0,1
119,1.0,0
120,0.0,0
121,1.0,1
122,1.0,1
123,0.0,0
124,1.0,1
125,1.0,1
126,0.0,0
127,0.0,0
128,0.0,0
129,1.0,1
130,0.0,0
131,0.0,0
132,0.0,0
133,1.0,1
134,0.0,0
135,1.0,1
136,0.0,0
137,1.0,1
138,0.0,0
139,0.0,1
140,1.0,1
141,0.0,0
142,1.0,1
143,0.0,0
144,0.0,0
145,0.0,0
146,0.0,0
147,0.0,0
148,0.0,0
149,0.0,1
150,0.0,0
151,0.0,0
152,1.0,0
153,0.0,1
154,0.0,1
155,1.0,1
156,0.0,0
157,0.0,0
158,1.0,1
159,0.0,0
160,1.0,1
161,0.0,0
162,1.0,1
163,0.0,0
164,1.0,1
165,0.0,0
166,1.0,1
167,1.0,1
168,0.0,0
169,0.0,0
170,0.0,0
171,1.0,1
172,0.0,0
173,0.0,0
174,1.0,1
175,1.0,1
176,1.0,1
177,0.0,0
178,1.0,0
179,0.0,0
