,predictions,target
502,1.0,0
503,0.0,1
504,0.0,0
505,0.0,0
506,0.0,0
507,1.0,1
508,1.0,1
509,0.0,0
510,1.0,1
511,0.0,0
512,0.0,0
513,0.0,1
514,0.0,1
515,0.0,0
516,1.0,0
517,0.0,1
518,0.0,0
519,1.0,1
520,1.0,0
521,0.0,0
522,0.0,0
523,0.0,0
524,1.0,1
525,1.0,1
526,0.0,0
527,1.0,1
528,1.0,1
529,0.0,0
530,0.0,1
531,0.0,1
532,1.0,0
533,0.0,0
534,0.0,0
535,0.0,0
536,0.0,0
537,0.0,0
538,0.0,0
539,1.0,1
540,0.0,0
541,1.0,1
542,1.0,1
543,0.0,0
544,1.0,1
545,0.0,0
546,0.0,0
547,0.0,0
548,0.0,1
549,0.0,1
550,0.0,1
551,0.0,1
552,1.0,1
553,0.0,1
554,1.0,1
555,0.0,0
556,0.0,1
557,0.0,0
558,0.0,1
559,0.0,0
560,1.0,1
561,0.0,0
562,0.0,1
563,0.0,0
564,1.0,1
565,0.0,0
566,1.0,0
567,1.0,1
568,0.0,0
569,1.0,1
570,0.0,0
571,1.0,0
572,1.0,1
573,0.0,0
574,0.0,1
575,1.0,0
576,0.0,1
577,0.0,0
578,0.0,0
579,0.0,0
580,1.0,1
581,1.0,1
582,0.0,0
583,1.0,1
584,1.0,1
585,0.0,0
586,0.0,0
587,1.0,1
588,0.0,0
589,1.0,1
590,1.0,1
591,0.0,0
592,1.0,1
593,0.0,0
594,0.0,1
595,1.0,1
596,1.0,1
597,0.0,1
598,0.0,0
599,0.0,1
600,1.0,1
601,0.0,1
602,1.0,1
603,0.0,0
604,1.0,1
605,0.0,1
606,1.0,1
607,0.0,1
608,1.0,1
609,0.0,0
610,0.0,0
611,0.0,0
612,0.0,1
613,0.0,0
614,1.0,0
615,0.0,1
616,0.0,1
617,1.0,0
618,0.0,0
619,0.0,0
620,1.0,1
621,0.0,0
622,0.0,0
623,0.0,0
624,0.0,1
625,1.0,1
626,0.0,1
627,0.0,0
628,0.0,0
629,0.0,1
630,1.0,1
631,0.0,1
632,0.0,0
633,0.0,0
634,0.0,1
635,0.0,0
636,0.0,1
637,0.0,0
638,0.0,1
639,0.0,0
640,0.0,0
641,0.0,1
642,1.0,1
643,0.0,1
644,0.0,1
645,0.0,0
646,0.0,0
647,0.0,0
648,1.0,1
649,0.0,1
650,1.0,1
651,0.0,0
652,0.0,0
653,0.0,1
654,1.0,1
655,0.0,0
656,1.0,0
657,0.0,0
658,1.0,1
659,1.0,0
660,1.0,0
661,1.0,1
662,1.0,1
663,1.0,1
664,0.0,0
665,1.0,1
666,0.0,0
667,1.0,1
668,1.0,1
669,1.0,1
670,1.0,1
671,1.0,1
672,1.0,0
673,1.0,1
674,0.0,0
675,1.0,1
676,1.0,1
677,0.0,1
678,0.0,0
679,0.0,0
680,1.0,1
681,0.0,0
682,0.0,0
683,0.0,0
684,0.0,0
685,0.0,0
686,1.0,1
687,0.0,0
688,0.0,0
689,0.0,0
690,1.0,1
691,0.0,0
692,1.0,1
693,1.0,1
694,0.0,0
695,1.0,1
696,1.0,1
697,0.0,0
698,0.0,0
699,1.0,0
700,1.0,1
701,0.0,0
702,0.0,1
703,1.0,1
704,1.0,1
705,1.0,0
706,1.0,1
707,0.0,0
708,0.0,0
709,1.0,1
710,1.0,1
711,0.0,0
712,1.0,1
713,0.0,0
714,1.0,1
715,0.0,1
716,1.0,0
717,0.0,1
718,0.0,0
719,1.0,1
720,1.0,1
721,1.0,0
722,0.0,0
723,1.0,1
724,1.0,0
725,1.0,0
726,0.0,0
727,1.0,1
728,0.0,0
729,0.0,0
730,0.0,0
731,0.0,0
732,0.0,0
733,1.0,1
734,0.0,1
735,0.0,0
736,0.0,1
737,0.0,0
738,0.0,1
739,0.0,1
740,0.0,0
741,1.0,0
742,1.0,0
743,0.0,0
744,0.0,0
745,0.0,0
746,1.0,1
747,1.0,0
748,0.0,1
749,1.0,0
750,1.0,1
751,1.0,1
752,0.0,0
753,0.0,0
754,0.0,1
755,0.0,0
756,0.0,0
757,0.0,0
758,0.0,0
759,1.0,1
760,0.0,0
761,1.0,0
762,0.0,1
763,1.0,0
764,1.0,1
765,1.0,1
766,0.0,1
767,1.0,1
768,0.0,0
769,1.0,1
770,0.0,0
771,1.0,1
772,1.0,1
773,1.0,1
774,0.0,0
775,0.0,0
776,0.0,1
777,1.0,0
778,1.0,1
779,1.0,1
780,0.0,0
781,1.0,0
782,1.0,0
783,0.0,0
784,1.0,1
785,0.0,0
786,1.0,0
787,1.0,1
788,1.0,1
789,0.0,0
790,1.0,1
791,0.0,0
792,0.0,0
793,0.0,0
794,0.0,0
795,1.0,0
796,1.0,1
797,1.0,1
798,1.0,0
799,0.0,0
800,1.0,0
801,0.0,0
802,0.0,0
803,1.0,1
804,1.0,1
805,1.0,1
806,0.0,0
807,0.0,0
808,1.0,1
809,0.0,0
810,0.0,0
811,1.0,1
812,0.0,1
813,0.0,0
814,1.0,1
815,0.0,0
816,0.0,0
817,0.0,0
818,1.0,1
819,0.0,0
820,0.0,1
821,0.0,0
822,0.0,1
823,0.0,1
824,0.0,0
825,0.0,0
826,0.0,0
827,0.0,0
828,0.0,1
829,0.0,1
830,0.0,0
831,0.0,0
832,0.0,0
833,0.0,1
834,1.0,1
835,0.0,0
836,0.0,0
837,0.0,1
838,1.0,1
839,0.0,0
840,0.0,0
841,1.0,1
842,0.0,0
843,0.0,0
844,0.0,0
845,0.0,1
846,0.0,0
847,1.0,1
848,0.0,1
849,0.0,0
850,0.0,0
851,0.0,0
852,0.0,0
853,0.0,0
854,1.0,1
855,1.0,1
856,0.0,1
857,0.0,1
858,1.0,0
859,0.0,1
860,0.0,0
861,0.0,1
862,0.0,1
863,1.0,1
864,0.0,1
865,0.0,1
866,1.0,1
867,0.0,0
868,0.0,0
869,1.0,1
870,0.0,0
871,1.0,1
872,0.0,1
873,0.0,1
874,0.0,1
875,0.0,0
876,0.0,0
877,0.0,0
878,0.0,1
879,0.0,0
880,0.0,0
881,1.0,1
882,1.0,1
883,0.0,0
884,0.0,1
885,0.0,0
886,1.0,1
887,1.0,1
888,0.0,0
889,1.0,1
890,0.0,0
891,0.0,0
892,1.0,1
893,1.0,1
894,1.0,1
895,1.0,1
896,0.0,0
897,1.0,1
898,0.0,1
899,0.0,0
900,1.0,1
901,0.0,1
902,1.0,1
903,1.0,0
904,0.0,0
905,0.0,0
906,0.0,0
907,1.0,0
908,0.0,0
909,1.0,1
910,1.0,1
911,0.0,0
912,1.0,1
913,1.0,1
914,1.0,1
915,1.0,1
916,1.0,0
917,0.0,1
918,1.0,1
919,1.0,1
920,0.0,0
921,0.0,0
922,0.0,0
923,1.0,1
924,1.0,0
925,1.0,1
926,1.0,0
927,0.0,0
928,0.0,0
929,0.0,0
930,1.0,1
931,0.0,0
932,0.0,0
933,1.0,0
934,0.0,1
935,1.0,0
936,1.0,1
937,0.0,0
938,1.0,0
939,1.0,1
940,1.0,1
941,1.0,0
942,1.0,1
943,0.0,1
944,0.0,0
945,1.0,1
946,1.0,1
947,1.0,0
948,0.0,0
949,1.0,1
950,0.0,0
951,1.0,0
952,1.0,1
953,1.0,1
954,1.0,1
955,0.0,0
956,1.0,0
957,1.0,0
958,1.0,1
959,1.0,0
960,1.0,0
961,1.0,1
962,1.0,1
963,0.0,0
964,1.0,0
965,1.0,0
966,0.0,0
967,1.0,0
968,0.0,0
969,1.0,0
970,0.0,0
971,1.0,0
972,0.0,0
973,1.0,1
974,1.0,1
975,1.0,1
976,0.0,0
977,1.0,0
978,0.0,0
979,1.0,0
980,0.0,0
981,0.0,0
982,0.0,0
983,1.0,1
984,1.0,1
985,0.0,0
986,1.0,1
987,0.0,1
988,1.0,1
989,0.0,0
990,1.0,1
991,0.0,0
992,1.0,1
993,0.0,0
994,1.0,1
995,1.0,1
996,0.0,0
997,1.0,1
998,1.0,0
999,1.0,1
1000,0.0,0
1001,1.0,0
1002,0.0,0
1003,1.0,0
1004,0.0,0
1005,1.0,1
1006,0.0,0
1007,0.0,0
1008,0.0,0
1009,1.0,1
1010,1.0,1
1011,1.0,1
1012,0.0,1
1013,0.0,0
1014,0.0,0
1015,0.0,0
1016,0.0,1
1017,1.0,1
1018,1.0,1
1019,0.0,1
1020,0.0,1
1021,0.0,0
1022,1.0,0
1023,1.0,1
1024,1.0,1
1025,1.0,1
1026,0.0,0
1027,0.0,0
1028,1.0,1
1029,1.0,1
1030,0.0,1
1031,0.0,1
1032,0.0,0
1033,0.0,0
1034,0.0,1
1035,0.0,1
1036,0.0,0
1037,1.0,1
1038,1.0,1
1039,0.0,0
1040,0.0,0
1041,1.0,0
1042,0.0,0
1043,0.0,0
1044,0.0,0
1045,0.0,0
1046,0.0,0
1047,1.0,1
1048,0.0,0
1049,1.0,1
1050,0.0,1
1051,0.0,1
1052,0.0,1
1053,0.0,0
1054,0.0,1
1055,0.0,1
1056,0.0,0
1057,1.0,1
1058,1.0,1
1059,0.0,0
1060,0.0,0
1061,0.0,0
1062,0.0,0
1063,0.0,1
1064,0.0,0
1065,0.0,0
1066,1.0,1
1067,1.0,1
1068,1.0,1
1069,0.0,0
1070,0.0,0
1071,1.0,1
1072,0.0,0
1073,0.0,0
1074,0.0,1
1075,1.0,1
1076,0.0,1
1077,1.0,0
1078,1.0,1
1079,0.0,1
1080,0.0,0
1081,1.0,1
1082,1.0,1
1083,0.0,0
1084,0.0,1
1085,0.0,0
1086,1.0,1
1087,0.0,0
1088,0.0,0
1089,1.0,0
1090,1.0,1
1091,0.0,0
1092,0.0,1
1093,1.0,1
1094,1.0,1
1095,0.0,0
1096,0.0,0
1097,1.0,1
1098,0.0,0
1099,0.0,0
1100,1.0,1
1101,0.0,1
1102,0.0,1
1103,1.0,1
1104,1.0,1
1105,1.0,1
1106,0.0,0
1107,0.0,0
1108,1.0,1
1109,1.0,1
1110,0.0,0
1111,0.0,0
1112,0.0,0
1113,0.0,0
1114,0.0,0
1115,1.0,1
1116,0.0,0
1117,0.0,1
1118,1.0,1
1119,1.0,1
1120,0.0,0
1121,1.0,1
1122,0.0,0
1123,1.0,1
1124,1.0,1
1125,1.0,1
1126,0.0,0
1127,1.0,0
1128,0.0,1
1129,0.0,0
1130,0.0,0
1131,0.0,0
1132,0.0,0
1133,0.0,0
1134,1.0,1
1135,0.0,1
1136,0.0,0
1137,1.0,1
1138,1.0,1
1139,1.0,1
1140,1.0,0
1141,0.0,0
1142,0.0,1
1143,1.0,1
1144,0.0,0
1145,0.0,0
1146,1.0,1
1147,1.0,1
1148,0.0,0
1149,0.0,1
1150,1.0,1
1151,1.0,0
1152,1.0,1
1153,1.0,1
1154,0.0,0
1155,1.0,1
1156,0.0,0
1157,0.0,0
1158,1.0,1
1159,0.0,0
1160,0.0,0
1161,1.0,1
1162,1.0,1
1163,0.0,0
1164,1.0,1
1165,1.0,0
1166,0.0,0
1167,0.0,1
1168,0.0,0
1169,0.0,1
1170,1.0,1
1171,1.0,0
1172,0.0,0
1173,1.0,0
1174,1.0,1
1175,1.0,1
1176,0.0,0
1177,1.0,1
1178,1.0,1
1179,1.0,1
1180,0.0,0
1181,0.0,0
1182,1.0,1
1183,0.0,0
1184,1.0,1
1185,1.0,1
1186,0.0,1
1187,1.0,1
1188,0.0,0
1189,0.0,0
1190,1.0,0
1191,0.0,0
1192,1.0,1
1193,0.0,0
1194,0.0,0
1195,1.0,0
1196,0.0,0
1197,0.0,0
1198,1.0,1
1199,1.0,0
1200,0.0,1
1201,0.0,0
1202,0.0,0
1203,0.0,0
1204,0.0,0
1205,1.0,1
1206,0.0,1
1207,0.0,1
1208,0.0,1
1209,0.0,0
1210,0.0,0
1211,1.0,1
1212,1.0,1
1213,1.0,1
1214,0.0,0
1215,1.0,1
1216,0.0,0
1217,1.0,1
1218,0.0,1
1219,1.0,1
1220,0.0,0
1221,1.0,1
1222,0.0,0
1223,0.0,0
1224,1.0,1
1225,0.0,0
1226,0.0,0
1227,0.0,0
1228,1.0,1
1229,0.0,1
1230,1.0,1
1231,1.0,1
1232,1.0,1
1233,0.0,0
1234,1.0,1
1235,1.0,1
1236,0.0,0
1237,0.0,0
1238,0.0,1
1239,1.0,1
1240,0.0,0
1241,0.0,0
1242,0.0,0
1243,0.0,0
1244,0.0,0
1245,0.0,1
1246,0.0,0
1247,0.0,0
1248,1.0,1
1249,1.0,1
1250,0.0,0
1251,1.0,1
1252,0.0,0
1253,0.0,1
1254,1.0,1
1255,0.0,1
1256,0.0,0
1257,0.0,0
1258,0.0,0
1259,1.0,1
1260,0.0,0
1261,0.0,0
1262,1.0,1
1263,1.0,1
1264,1.0,1
1265,0.0,0
1266,0.0,0
1267,0.0,1
1268,1.0,1
1269,1.0,1
1270,1.0,1
1271,1.0,1
1272,1.0,1
1273,0.0,0
1274,0.0,1
1275,1.0,1
1276,0.0,0
1277,1.0,1
1278,0.0,1
1279,0.0,0
1280,0.0,0
1281,0.0,0
1282,0.0,0
1283,1.0,1
1284,1.0,1
1285,1.0,1
1286,0.0,1
1287,1.0,0
1288,0.0,0
1289,0.0,1
1290,0.0,0
1291,0.0,0
1292,1.0,1
1293,0.0,0
1294,0.0,0
1295,1.0,0
1296,0.0,0
1297,1.0,1
1298,0.0,1
1299,1.0,1
1300,0.0,0
1301,0.0,1
1302,0.0,0
1303,1.0,1
1304,1.0,1
1305,0.0,0
1306,0.0,0
1307,1.0,1
1308,0.0,0
1309,1.0,1
1310,0.0,1
1311,0.0,0
1312,1.0,1
1313,0.0,0
1314,0.0,1
1315,1.0,1
1316,0.0,0
1317,0.0,1
1318,1.0,1
1319,1.0,1
1320,0.0,0
1321,0.0,0
1322,1.0,1
1323,1.0,1
1324,1.0,1
1325,1.0,1
1326,0.0,0
1327,1.0,1
1328,1.0,1
1329,1.0,0
1330,0.0,0
1331,0.0,0
1332,0.0,1
1333,1.0,1
1334,1.0,1
1335,0.0,1
1336,0.0,0
1337,0.0,1
1338,0.0,0
1339,1.0,1
1340,0.0,0
1341,1.0,1
1342,0.0,0
1343,1.0,0
1344,0.0,0
1345,0.0,1
1346,1.0,1
1347,0.0,1
1348,1.0,0
1349,0.0,0
1350,1.0,1
1351,1.0,0
1352,1.0,1
1353,0.0,0
1354,0.0,0
1355,1.0,0
1356,0.0,0
1357,0.0,0
1358,0.0,0
1359,1.0,1
1360,0.0,0
1361,1.0,1
1362,1.0,1
1363,0.0,1
1364,0.0,0
1365,1.0,0
1366,1.0,1
1367,1.0,0
1368,0.0,0
1369,0.0,1
1370,1.0,1
1371,1.0,1
1372,1.0,1
1373,0.0,0
1374,0.0,0
1375,0.0,0
1376,0.0,0
1377,0.0,0
1378,1.0,1
1379,0.0,0
1380,1.0,1
1381,0.0,1
1382,0.0,0
1383,0.0,0
1384,0.0,0
1385,0.0,0
1386,0.0,1
1387,0.0,0
1388,1.0,1
1389,1.0,1
1390,1.0,0
1391,0.0,0
1392,1.0,1
1393,1.0,1
1394,0.0,0
1395,0.0,0
1396,1.0,1
1397,0.0,0
1398,0.0,0
1399,0.0,0
1400,0.0,0
1401,0.0,1
1402,0.0,0
1403,0.0,1
1404,0.0,0
1405,0.0,1
1406,1.0,1
1407,1.0,1
1408,0.0,0
1409,0.0,1
1410,0.0,1
1411,0.0,0
1412,0.0,0
1413,1.0,1
1414,0.0,0
1415,1.0,1
1416,1.0,1
1417,1.0,1
1418,1.0,1
1419,1.0,1
1420,1.0,1
1421,1.0,1
1422,0.0,1
1423,1.0,1
1424,1.0,0
1425,0.0,0
1426,0.0,0
1427,0.0,0
1428,1.0,1
1429,0.0,0
1430,0.0,0
1431,0.0,1
1432,1.0,1
1433,1.0,1
1434,0.0,0
1435,0.0,1
1436,0.0,0
1437,0.0,1
1438,1.0,1
1439,0.0,0
1440,1.0,0
1441,0.0,0
1442,1.0,1
1443,0.0,0
1444,1.0,0
1445,1.0,1
1446,0.0,1
1447,1.0,1
1448,0.0,0
1449,0.0,0
1450,0.0,0
1451,1.0,1
1452,1.0,1
1453,0.0,0
1454,0.0,0
1455,1.0,1
1456,0.0,1
1457,0.0,0
1458,0.0,1
1459,1.0,1
1460,0.0,0
1461,1.0,1
1462,0.0,1
1463,1.0,1
1464,1.0,1
1465,0.0,0
1466,0.0,1
1467,1.0,0
1468,0.0,0
1469,0.0,0
1470,0.0,0
1471,0.0,0
1472,0.0,0
1473,1.0,1
1474,1.0,0
1475,0.0,0
1476,0.0,1
1477,0.0,1
1478,1.0,1
1479,1.0,0
1480,0.0,0
1481,1.0,1
1482,1.0,1
1483,1.0,1
1484,1.0,1
1485,1.0,1
1486,1.0,1
1487,1.0,1
1488,1.0,1
1489,0.0,0
1490,0.0,0
1491,0.0,0
1492,0.0,1
1493,1.0,1
1494,0.0,1
1495,1.0,1
1496,0.0,1
1497,0.0,0
1498,0.0,0
1499,1.0,1
1500,1.0,1
1501,0.0,0
1502,1.0,1
1503,1.0,0
1504,1.0,1
1505,0.0,0
1506,0.0,0
1507,1.0,1
1508,0.0,0
1509,1.0,1
1510,0.0,0
1511,1.0,1
1512,0.0,1
1513,1.0,1
1514,0.0,0
1515,1.0,1
1516,1.0,1
1517,0.0,0
1518,1.0,1
1519,1.0,1
1520,1.0,1
1521,0.0,0
1522,1.0,1
1523,0.0,0
1524,0.0,1
1525,1.0,1
1526,0.0,0
1527,1.0,1
1528,1.0,1
1529,1.0,1
1530,1.0,1
1531,1.0,1
1532,0.0,0
1533,0.0,0
1534,0.0,0
1535,0.0,1
1536,0.0,0
1537,0.0,0
1538,1.0,1
1539,1.0,0
1540,1.0,1
1541,1.0,1
1542,0.0,0
1543,0.0,0
1544,1.0,1
1545,1.0,1
1546,1.0,1
1547,0.0,0
1548,1.0,1
1549,0.0,0
1550,0.0,0
1551,0.0,0
1552,0.0,0
1553,1.0,1
1554,0.0,0
1555,1.0,1
1556,1.0,1
1557,1.0,1
1558,1.0,1
1559,1.0,1
1560,1.0,1
1561,0.0,0
1562,1.0,1
1563,1.0,1
1564,0.0,0
1565,0.0,0
1566,1.0,0
1567,1.0,0
1568,1.0,1
1569,1.0,0
1570,0.0,0
1571,1.0,1
1572,1.0,1
1573,1.0,0
1574,0.0,0
1575,1.0,0
1576,1.0,1
1577,0.0,0
1578,1.0,1
1579,0.0,0
1580,1.0,1
1581,1.0,1
1582,0.0,0
1583,1.0,1
1584,0.0,1
1585,1.0,0
1586,0.0,1
1587,0.0,0
1588,0.0,0
1589,0.0,0
1590,0.0,0
1591,0.0,1
1592,1.0,1
1593,0.0,1
1594,0.0,0
1595,0.0,0
1596,0.0,0
1597,1.0,1
1598,1.0,1
1599,0.0,0
1600,1.0,0
1601,1.0,1
1602,1.0,1
1603,1.0,1
1604,1.0,0
1605,0.0,0
1606,1.0,1
1607,1.0,1
1608,1.0,1
1609,1.0,1
1610,1.0,1
1611,0.0,1
1612,0.0,1
1613,0.0,1
1614,1.0,1
1615,1.0,1
1616,1.0,1
1617,0.0,0
1618,0.0,0
1619,0.0,0
1620,1.0,1
1621,1.0,1
1622,0.0,0
1623,1.0,1
1624,0.0,0
1625,1.0,1
1626,1.0,1
1627,1.0,1
1628,0.0,0
1629,1.0,0
1630,1.0,0
1631,0.0,0
1632,1.0,0
1633,0.0,0
1634,1.0,1
1635,0.0,0
1636,1.0,1
1637,1.0,1
1638,1.0,1
1639,1.0,0
1640,0.0,0
1641,1.0,0
1642,0.0,1
1643,1.0,0
1644,0.0,0
1645,0.0,0
1646,1.0,0
1647,1.0,1
1648,0.0,0
1649,1.0,1
1650,1.0,1
1651,1.0,1
1652,1.0,0
1653,1.0,0
1654,1.0,1
1655,1.0,1
1656,1.0,1
1657,1.0,1
1658,1.0,1
1659,1.0,0
1660,0.0,0
1661,1.0,0
1662,1.0,1
1663,1.0,1
1664,0.0,0
