,predictions,target
235,0.0,0
236,1.0,1
237,1.0,0
238,0.0,0
239,1.0,0
240,1.0,1
241,1.0,1
242,1.0,1
243,1.0,1
244,1.0,1
245,0.0,0
246,0.0,0
247,0.0,0
248,0.0,0
249,0.0,0
250,1.0,1
251,1.0,1
252,0.0,0
253,1.0,1
254,1.0,0
255,0.0,0
256,1.0,1
257,1.0,1
258,0.0,0
259,0.0,0
260,0.0,0
261,0.0,0
262,0.0,0
263,0.0,0
264,0.0,0
265,0.0,0
266,1.0,1
267,0.0,0
268,0.0,0
269,1.0,1
270,1.0,1
271,1.0,1
272,1.0,1
273,1.0,1
274,0.0,0
275,1.0,1
276,1.0,1
277,0.0,0
278,1.0,1
279,1.0,1
280,1.0,1
281,1.0,1
282,1.0,0
283,0.0,0
284,0.0,0
285,0.0,0
286,1.0,1
287,0.0,0
288,1.0,1
289,1.0,1
290,0.0,0
291,1.0,1
292,0.0,0
293,1.0,0
294,0.0,0
295,1.0,1
296,0.0,1
297,0.0,0
298,1.0,1
299,1.0,1
300,0.0,0
301,0.0,0
302,0.0,0
303,1.0,1
304,1.0,0
305,0.0,0
306,1.0,1
307,0.0,0
308,1.0,1
309,1.0,1
310,0.0,0
311,0.0,0
312,1.0,1
313,1.0,0
314,1.0,0
315,1.0,1
316,0.0,0
317,0.0,0
318,0.0,0
319,0.0,0
320,1.0,1
321,1.0,1
322,0.0,0
323,1.0,1
324,1.0,1
325,1.0,1
326,0.0,0
327,1.0,1
328,0.0,1
329,1.0,1
330,0.0,0
331,0.0,0
332,0.0,0
333,0.0,1
334,0.0,0
335,0.0,0
336,0.0,0
337,0.0,0
338,0.0,0
339,1.0,1
340,0.0,0
341,0.0,0
342,1.0,1
343,0.0,0
344,1.0,1
345,1.0,1
346,0.0,0
347,1.0,0
348,0.0,0
349,1.0,1
350,1.0,1
351,0.0,0
352,0.0,0
353,1.0,1
354,0.0,0
355,0.0,1
356,1.0,1
357,1.0,1
358,0.0,0
359,1.0,1
360,1.0,1
361,1.0,1
362,0.0,0
363,0.0,0
364,1.0,1
365,1.0,1
366,0.0,1
367,1.0,1
368,0.0,0
369,0.0,0
370,1.0,1
371,0.0,0
372,1.0,1
373,0.0,0
374,1.0,1
375,1.0,1
376,0.0,1
377,1.0,1
378,0.0,0
379,0.0,0
380,0.0,0
381,1.0,1
382,1.0,1
383,0.0,0
384,0.0,0
385,0.0,0
386,0.0,0
387,0.0,0
388,1.0,0
389,0.0,0
390,0.0,0
391,0.0,0
392,1.0,1
393,0.0,0
394,0.0,0
395,0.0,0
396,0.0,0
397,0.0,0
398,0.0,0
399,0.0,0
400,1.0,1
401,0.0,0
402,0.0,1
403,1.0,1
404,0.0,0
405,1.0,1
406,1.0,1
407,1.0,1
408,0.0,0
409,1.0,1
410,0.0,1
411,1.0,1
412,1.0,1
413,0.0,0
414,1.0,1
415,1.0,0
416,1.0,1
417,0.0,0
418,0.0,0
419,0.0,0
420,1.0,0
421,0.0,0
422,1.0,1
423,1.0,1
424,0.0,0
425,0.0,0
426,0.0,0
427,1.0,1
428,0.0,0
429,1.0,1
430,0.0,0
431,1.0,1
432,0.0,0
433,0.0,0
434,1.0,1
435,0.0,0
436,0.0,0
437,1.0,1
438,0.0,0
439,0.0,0
440,0.0,0
441,1.0,1
442,1.0,1
443,0.0,0
444,1.0,0
445,0.0,0
446,1.0,1
447,1.0,1
448,0.0,1
449,1.0,1
450,1.0,1
451,0.0,1
452,1.0,1
453,0.0,0
454,1.0,1
455,0.0,1
456,0.0,0
457,1.0,1
458,0.0,0
459,0.0,0
460,0.0,0
461,1.0,1
462,1.0,1
463,1.0,1
464,1.0,1
465,1.0,1
466,0.0,0
467,0.0,0
468,1.0,1
469,1.0,1
470,1.0,1
471,1.0,1
472,1.0,1
473,1.0,1
474,0.0,0
475,1.0,1
476,0.0,0
477,0.0,0
478,0.0,0
479,1.0,1
480,0.0,0
481,0.0,0
482,0.0,0
483,1.0,1
484,0.0,1
485,1.0,1
486,0.0,0
487,0.0,0
488,1.0,1
489,0.0,0
490,1.0,0
491,1.0,1
492,1.0,1
493,1.0,1
494,1.0,1
495,1.0,1
496,0.0,0
497,0.0,1
498,1.0,1
499,1.0,1
500,0.0,0
501,0.0,1
502,0.0,0
503,1.0,1
504,1.0,1
505,1.0,1
506,1.0,1
507,0.0,1
508,0.0,1
509,1.0,1
510,1.0,1
511,1.0,1
512,0.0,1
513,1.0,1
514,1.0,1
515,0.0,0
516,1.0,1
517,1.0,1
518,0.0,1
519,0.0,0
520,0.0,0
521,1.0,1
522,1.0,1
523,1.0,1
524,0.0,0
525,1.0,0
526,1.0,0
527,0.0,1
528,0.0,1
529,0.0,0
530,1.0,1
531,1.0,1
532,1.0,1
533,0.0,0
534,0.0,0
535,0.0,1
536,1.0,0
537,1.0,1
538,0.0,0
539,0.0,0
540,1.0,1
541,1.0,1
542,0.0,0
543,1.0,1
544,1.0,1
545,0.0,0
546,1.0,1
547,0.0,0
548,1.0,0
549,0.0,1
550,1.0,1
551,0.0,1
552,1.0,1
553,1.0,0
554,0.0,0
555,1.0,1
556,1.0,1
557,1.0,1
558,0.0,0
559,0.0,0
560,1.0,1
561,1.0,1
562,1.0,1
563,0.0,0
564,0.0,0
565,0.0,0
566,0.0,0
567,0.0,0
568,0.0,0
569,1.0,1
570,1.0,1
571,1.0,1
572,0.0,0
573,0.0,0
574,0.0,0
575,0.0,1
576,1.0,1
577,0.0,0
578,1.0,1
579,0.0,0
580,0.0,0
581,1.0,1
582,0.0,0
583,1.0,1
584,1.0,0
585,1.0,1
586,1.0,1
587,1.0,0
588,0.0,0
589,0.0,0
590,1.0,1
591,1.0,1
592,1.0,1
593,0.0,0
594,0.0,0
595,1.0,1
596,0.0,0
597,0.0,0
598,0.0,1
599,1.0,1
600,1.0,1
601,0.0,0
602,0.0,0
603,0.0,0
604,1.0,0
605,1.0,1
606,1.0,1
607,0.0,0
608,0.0,0
609,1.0,1
610,0.0,0
611,0.0,0
612,1.0,1
613,0.0,1
614,0.0,0
615,1.0,1
616,1.0,1
617,0.0,0
618,1.0,1
619,0.0,0
620,0.0,0
621,1.0,0
622,0.0,0
623,1.0,1
624,1.0,1
625,1.0,0
626,0.0,0
627,0.0,0
628,0.0,0
629,1.0,1
630,1.0,1
631,1.0,0
632,1.0,1
633,0.0,0
634,0.0,0
635,1.0,1
636,1.0,1
637,1.0,1
638,0.0,0
639,1.0,1
640,1.0,1
641,0.0,0
642,0.0,0
643,1.0,1
644,1.0,0
645,0.0,0
646,0.0,0
647,1.0,1
648,0.0,0
649,1.0,1
650,0.0,0
651,1.0,1
652,0.0,0
653,0.0,0
654,1.0,1
655,0.0,0
656,1.0,1
657,0.0,0
658,1.0,1
659,1.0,1
660,0.0,0
661,0.0,0
662,0.0,0
663,1.0,1
664,1.0,1
665,1.0,1
666,1.0,1
667,1.0,0
668,0.0,1
669,1.0,1
670,1.0,1
671,1.0,1
672,0.0,0
673,1.0,1
674,0.0,0
675,0.0,0
676,1.0,1
677,1.0,1
678,0.0,0
679,1.0,1
680,0.0,0
681,0.0,0
682,0.0,0
683,1.0,1
684,0.0,0
685,0.0,0
686,1.0,1
687,1.0,1
688,0.0,0
689,0.0,0
690,1.0,1
691,1.0,1
692,1.0,1
693,0.0,0
694,1.0,1
695,0.0,0
696,1.0,1
697,1.0,1
698,1.0,1
699,1.0,1
700,1.0,1
701,0.0,0
702,1.0,1
703,0.0,0
704,1.0,1
705,0.0,0
706,1.0,1
707,0.0,1
708,1.0,1
709,0.0,0
710,0.0,1
711,0.0,0
712,1.0,1
713,1.0,1
714,1.0,1
715,0.0,0
716,0.0,0
717,1.0,1
718,1.0,1
719,1.0,1
720,1.0,1
721,1.0,1
722,0.0,0
723,0.0,0
724,1.0,1
725,1.0,1
726,0.0,0
727,1.0,1
728,1.0,1
729,1.0,1
730,1.0,0
731,1.0,1
732,1.0,1
733,0.0,0
734,0.0,0
735,1.0,1
736,0.0,0
737,0.0,0
738,1.0,1
739,1.0,1
740,0.0,0
741,0.0,0
742,1.0,1
743,0.0,0
744,0.0,0
745,0.0,0
746,0.0,0
747,0.0,0
748,0.0,0
749,0.0,0
750,1.0,1
751,0.0,0
752,1.0,1
753,1.0,1
754,0.0,0
755,0.0,1
756,1.0,1
757,1.0,1
758,1.0,1
759,0.0,0
760,1.0,1
761,1.0,1
762,0.0,0
763,1.0,1
764,0.0,0
765,1.0,1
766,1.0,1
767,0.0,0
768,0.0,0
769,1.0,1
770,0.0,0
771,1.0,1
772,0.0,0
773,1.0,1
774,1.0,1
775,0.0,0
776,1.0,1
777,1.0,0
778,1.0,1
779,0.0,0
780,1.0,1
781,0.0,0
782,1.0,1
783,1.0,1
784,0.0,0
785,1.0,1
786,0.0,0
787,1.0,1
788,0.0,0
789,0.0,0
790,1.0,0
791,0.0,0
792,0.0,1
793,1.0,1
794,1.0,0
795,1.0,1
796,1.0,1
797,1.0,1
798,0.0,0
799,0.0,0
800,0.0,0
801,1.0,1
802,1.0,1
803,1.0,1
804,1.0,1
805,0.0,0
806,0.0,0
807,0.0,0
808,0.0,0
809,0.0,0
810,0.0,0
811,1.0,1
812,0.0,0
813,1.0,1
814,1.0,1
815,1.0,1
816,1.0,1
817,0.0,0
818,1.0,1
819,0.0,0
820,1.0,1
821,1.0,1
822,1.0,1
823,1.0,1
824,0.0,0
825,1.0,1
826,0.0,1
827,0.0,0
828,1.0,1
829,0.0,0
830,1.0,1
831,0.0,0
832,1.0,1
833,1.0,1
834,0.0,0
835,1.0,1
836,1.0,1
837,0.0,0
838,0.0,0
839,1.0,1
840,1.0,0
841,1.0,1
842,0.0,0
843,1.0,1
844,0.0,0
845,0.0,0
846,0.0,1
847,0.0,0
848,0.0,0
849,1.0,1
850,1.0,1
851,0.0,0
852,0.0,0
853,1.0,1
854,0.0,0
855,1.0,1
856,1.0,0
857,0.0,0
858,0.0,1
859,0.0,0
860,1.0,1
861,0.0,1
862,0.0,0
863,0.0,0
864,0.0,0
865,0.0,0
866,1.0,1
867,0.0,0
868,0.0,1
869,0.0,0
870,0.0,0
871,1.0,1
872,0.0,0
873,0.0,0
874,0.0,0
875,1.0,1
876,1.0,1
877,1.0,1
878,0.0,0
879,1.0,1
880,0.0,1
881,1.0,1
882,0.0,0
883,1.0,1
884,0.0,0
885,1.0,1
886,1.0,1
887,0.0,0
888,1.0,1
889,1.0,1
890,1.0,1
891,0.0,0
892,1.0,1
893,0.0,0
894,1.0,1
895,1.0,1
896,0.0,0
897,1.0,1
898,1.0,1
899,0.0,0
900,0.0,0
901,0.0,0
902,1.0,1
903,1.0,1
904,0.0,0
905,1.0,1
906,0.0,0
907,0.0,0
908,1.0,1
909,0.0,0
910,1.0,0
911,1.0,1
912,1.0,0
913,1.0,1
914,1.0,1
915,0.0,0
916,1.0,1
917,0.0,0
918,0.0,0
919,1.0,1
920,1.0,1
921,1.0,0
922,0.0,1
923,1.0,1
924,1.0,1
925,0.0,0
926,1.0,1
927,0.0,0
928,1.0,1
929,1.0,1
930,0.0,0
931,0.0,0
932,0.0,0
933,0.0,0
934,1.0,1
935,1.0,1
936,0.0,0
937,1.0,1
938,1.0,1
939,1.0,1
940,1.0,1
941,0.0,0
942,0.0,0
943,1.0,1
944,0.0,0
945,0.0,0
946,0.0,0
947,0.0,1
948,1.0,1
949,0.0,1
950,1.0,1
951,0.0,0
952,0.0,0
953,0.0,0
954,1.0,1
955,0.0,0
956,0.0,0
957,1.0,1
958,0.0,0
959,0.0,0
960,1.0,1
961,0.0,0
962,1.0,0
963,1.0,1
964,1.0,1
965,0.0,0
966,0.0,0
967,0.0,0
968,0.0,0
969,0.0,0
970,1.0,1
971,0.0,0
972,1.0,1
973,0.0,1
974,0.0,0
975,1.0,1
976,0.0,1
977,0.0,0
978,0.0,0
979,0.0,0
980,0.0,0
981,0.0,1
982,0.0,0
983,0.0,1
984,0.0,1
985,1.0,1
986,1.0,1
987,0.0,0
988,1.0,1
989,0.0,0
990,0.0,1
991,0.0,0
992,0.0,0
993,1.0,1
994,0.0,0
995,0.0,0
996,0.0,0
997,1.0,1
998,0.0,0
999,0.0,0
1000,0.0,0
1001,0.0,0
1002,1.0,1
1003,0.0,0
1004,0.0,0
1005,0.0,0
1006,1.0,1
1007,1.0,0
1008,0.0,0
1009,1.0,1
1010,1.0,1
1011,0.0,0
1012,1.0,0
1013,0.0,0
1014,0.0,0
1015,1.0,1
1016,0.0,0
1017,1.0,1
1018,0.0,0
1019,1.0,1
1020,1.0,1
1021,0.0,0
1022,1.0,1
1023,1.0,1
1024,1.0,1
1025,0.0,1
1026,0.0,0
1027,0.0,0
1028,0.0,0
1029,0.0,0
1030,1.0,1
1031,1.0,1
1032,0.0,0
1033,1.0,1
1034,0.0,1
1035,1.0,1
1036,1.0,1
1037,1.0,0
1038,0.0,0
1039,1.0,1
1040,1.0,1
1041,1.0,1
1042,0.0,0
1043,0.0,0
1044,1.0,1
1045,1.0,1
1046,1.0,1
1047,0.0,0
1048,0.0,0
1049,0.0,0
1050,1.0,1
1051,0.0,0
1052,1.0,1
1053,1.0,1
1054,0.0,0
1055,1.0,1
1056,1.0,1
1057,1.0,1
1058,0.0,1
1059,0.0,0
1060,1.0,1
1061,1.0,1
1062,1.0,1
1063,0.0,0
1064,1.0,1
1065,1.0,1
1066,1.0,1
1067,0.0,0
1068,1.0,1
1069,1.0,1
1070,0.0,0
1071,1.0,1
1072,0.0,0
1073,0.0,0
1074,1.0,0
1075,0.0,1
1076,1.0,1
1077,0.0,0
1078,0.0,0
1079,0.0,0
1080,0.0,0
1081,1.0,1
1082,1.0,1
1083,1.0,1
1084,0.0,0
1085,0.0,1
1086,1.0,1
1087,0.0,0
1088,1.0,1
1089,0.0,0
1090,1.0,1
1091,0.0,0
1092,0.0,0
1093,0.0,0
1094,1.0,1
1095,0.0,0
1096,1.0,1
1097,1.0,0
1098,0.0,0
1099,1.0,1
1100,0.0,0
1101,1.0,1
1102,0.0,0
1103,0.0,0
1104,0.0,0
1105,0.0,0
1106,1.0,1
1107,1.0,1
1108,1.0,1
1109,0.0,0
1110,1.0,0
1111,0.0,0
1112,0.0,0
1113,0.0,0
1114,0.0,0
1115,0.0,1
1116,0.0,0
1117,0.0,0
1118,0.0,0
1119,0.0,0
1120,0.0,0
1121,1.0,1
1122,0.0,0
1123,1.0,1
1124,1.0,1
1125,1.0,1
1126,0.0,0
1127,0.0,0
1128,1.0,1
1129,0.0,0
1130,0.0,0
1131,1.0,0
1132,0.0,0
1133,1.0,0
1134,0.0,0
1135,1.0,1
1136,1.0,0
1137,0.0,0
1138,1.0,1
1139,1.0,1
1140,0.0,1
1141,0.0,1
1142,0.0,0
1143,1.0,1
1144,1.0,1
1145,1.0,1
1146,0.0,0
1147,0.0,0
1148,1.0,1
1149,1.0,0
1150,1.0,0
1151,1.0,0
1152,1.0,1
1153,1.0,1
1154,1.0,0
1155,1.0,1
1156,1.0,1
1157,1.0,1
1158,1.0,1
1159,1.0,1
1160,0.0,0
1161,1.0,1
1162,0.0,0
1163,0.0,0
1164,0.0,0
1165,0.0,1
1166,0.0,0
1167,1.0,1
1168,1.0,1
1169,1.0,1
1170,1.0,1
1171,1.0,1
1172,1.0,1
1173,1.0,1
1174,1.0,1
1175,0.0,0
1176,0.0,0
1177,0.0,0
1178,0.0,0
1179,0.0,0
1180,1.0,1
1181,0.0,0
1182,0.0,1
1183,1.0,1
1184,0.0,0
1185,0.0,1
1186,0.0,0
1187,0.0,0
1188,0.0,0
1189,1.0,1
1190,1.0,1
1191,0.0,0
1192,1.0,1
1193,0.0,0
1194,0.0,0
1195,1.0,1
1196,1.0,1
1197,1.0,1
1198,0.0,0
1199,1.0,0
1200,0.0,1
1201,1.0,0
1202,1.0,1
1203,1.0,1
1204,1.0,1
1205,1.0,1
1206,0.0,0
1207,0.0,0
1208,1.0,1
1209,1.0,0
1210,1.0,1
1211,0.0,0
1212,0.0,0
1213,0.0,0
1214,1.0,1
1215,0.0,1
1216,1.0,1
1217,0.0,0
1218,1.0,1
1219,0.0,0
1220,1.0,1
1221,1.0,1
1222,0.0,0
1223,1.0,1
1224,1.0,1
1225,0.0,0
1226,0.0,0
1227,1.0,1
1228,1.0,1
1229,1.0,0
1230,0.0,0
1231,0.0,1
1232,0.0,0
1233,0.0,0
1234,1.0,1
1235,0.0,1
1236,1.0,1
1237,0.0,0
1238,0.0,0
1239,0.0,0
1240,1.0,1
1241,1.0,1
1242,0.0,0
1243,1.0,1
1244,0.0,0
1245,0.0,0
1246,0.0,0
1247,0.0,0
1248,0.0,0
1249,1.0,1
1250,1.0,1
1251,1.0,1
1252,0.0,0
1253,0.0,0
1254,1.0,1
1255,1.0,1
1256,1.0,1
1257,0.0,0
1258,1.0,1
1259,0.0,0
1260,1.0,1
1261,0.0,0
1262,1.0,1
1263,0.0,0
1264,0.0,0
1265,1.0,1
1266,0.0,0
1267,0.0,0
1268,1.0,1
1269,1.0,1
1270,0.0,0
1271,0.0,0
1272,0.0,0
1273,0.0,0
1274,0.0,0
1275,1.0,1
1276,0.0,0
1277,0.0,0
1278,0.0,0
1279,1.0,0
1280,1.0,1
1281,0.0,0
1282,0.0,0
1283,0.0,0
1284,1.0,1
1285,0.0,0
1286,0.0,0
1287,0.0,0
1288,0.0,0
1289,0.0,0
1290,0.0,0
1291,0.0,0
1292,0.0,1
1293,1.0,1
1294,1.0,1
1295,0.0,1
1296,1.0,1
1297,0.0,0
1298,0.0,1
1299,0.0,0
1300,0.0,0
1301,1.0,0
1302,0.0,0
1303,1.0,1
1304,0.0,0
1305,1.0,0
1306,1.0,1
1307,0.0,1
1308,0.0,0
1309,1.0,1
1310,1.0,1
1311,1.0,1
1312,1.0,1
1313,1.0,1
1314,1.0,1
1315,1.0,1
1316,1.0,1
1317,0.0,0
1318,0.0,0
1319,0.0,0
1320,0.0,0
1321,0.0,1
1322,1.0,1
1323,1.0,1
1324,0.0,0
1325,0.0,0
1326,0.0,0
1327,1.0,1
1328,0.0,0
1329,0.0,0
1330,0.0,0
1331,0.0,0
1332,1.0,0
1333,1.0,1
1334,1.0,1
1335,1.0,0
1336,1.0,1
1337,0.0,0
1338,0.0,0
1339,0.0,1
1340,1.0,1
1341,0.0,0
1342,1.0,1
1343,0.0,0
1344,0.0,0
1345,0.0,0
1346,0.0,0
1347,1.0,1
1348,1.0,1
1349,0.0,0
1350,0.0,0
1351,0.0,0
1352,1.0,1
1353,0.0,0
1354,0.0,0
1355,0.0,0
1356,1.0,0
1357,0.0,0
1358,1.0,1
1359,0.0,0
1360,0.0,0
1361,1.0,1
1362,1.0,1
1363,0.0,0
1364,0.0,0
1365,1.0,1
1366,0.0,0
1367,1.0,1
1368,0.0,0
1369,1.0,1
1370,1.0,1
1371,0.0,0
1372,1.0,1
1373,0.0,0
1374,1.0,1
1375,0.0,0
1376,1.0,1
1377,1.0,1
1378,0.0,0
1379,1.0,1
1380,1.0,1
1381,1.0,1
1382,1.0,1
1383,1.0,1
1384,1.0,1
1385,0.0,0
1386,0.0,0
1387,1.0,1
1388,0.0,0
1389,1.0,1
1390,0.0,0
1391,0.0,0
1392,0.0,0
1393,1.0,1
1394,1.0,1
1395,1.0,1
1396,0.0,0
1397,1.0,1
1398,0.0,0
1399,0.0,1
1400,1.0,1
1401,1.0,0
1402,0.0,0
1403,0.0,0
1404,0.0,0
1405,1.0,0
1406,1.0,1
1407,1.0,1
1408,0.0,0
1409,1.0,1
1410,1.0,1
1411,1.0,1
1412,0.0,0
1413,0.0,0
1414,0.0,0
1415,1.0,0
1416,0.0,1
1417,1.0,1
1418,1.0,0
1419,1.0,1
1420,0.0,0
1421,1.0,1
1422,1.0,1
1423,1.0,0
1424,1.0,1
1425,0.0,0
1426,0.0,1
1427,0.0,0
1428,0.0,0
1429,1.0,1
1430,1.0,1
1431,1.0,1
1432,0.0,0
1433,0.0,0
1434,1.0,1
1435,0.0,0
1436,0.0,0
1437,1.0,1
1438,1.0,0
1439,0.0,0
1440,1.0,1
1441,0.0,0
1442,1.0,1
1443,0.0,0
1444,0.0,1
1445,0.0,1
1446,0.0,0
1447,1.0,1
1448,0.0,0
1449,0.0,1
1450,0.0,0
1451,0.0,0
1452,0.0,0
1453,1.0,1
1454,1.0,1
1455,1.0,1
1456,0.0,0
1457,0.0,1
1458,1.0,1
1459,1.0,1
1460,1.0,1
1461,1.0,1
1462,1.0,1
1463,1.0,1
1464,1.0,1
1465,0.0,0
1466,0.0,1
1467,0.0,0
1468,0.0,0
1469,0.0,0
1470,1.0,1
1471,0.0,1
1472,1.0,1
1473,1.0,1
1474,1.0,0
1475,0.0,0
1476,1.0,1
1477,0.0,0
1478,0.0,0
1479,0.0,0
1480,0.0,0
1481,0.0,0
1482,1.0,1
1483,1.0,1
1484,0.0,0
1485,1.0,1
1486,0.0,0
1487,1.0,1
1488,1.0,1
1489,1.0,1
1490,0.0,0
1491,1.0,1
1492,0.0,0
1493,1.0,1
1494,0.0,0
1495,0.0,0
1496,0.0,0
1497,0.0,0
1498,1.0,1
1499,0.0,0
1500,1.0,1
1501,0.0,0
1502,0.0,0
1503,1.0,1
1504,1.0,1
1505,0.0,0
1506,1.0,0
1507,1.0,1
1508,0.0,1
1509,0.0,0
1510,0.0,0
1511,1.0,1
1512,1.0,1
1513,1.0,1
1514,1.0,1
1515,0.0,0
1516,1.0,0
1517,0.0,0
1518,0.0,1
1519,1.0,1
1520,0.0,0
1521,0.0,1
1522,1.0,1
1523,0.0,0
1524,0.0,0
1525,0.0,0
1526,1.0,1
1527,1.0,1
1528,0.0,0
1529,1.0,1
1530,1.0,1
1531,1.0,1
1532,1.0,1
1533,0.0,0
1534,1.0,1
1535,0.0,0
1536,0.0,0
1537,0.0,0
1538,1.0,1
1539,1.0,1
1540,0.0,0
1541,0.0,0
1542,1.0,1
1543,0.0,0
1544,0.0,0
1545,0.0,1
1546,0.0,1
1547,0.0,0
1548,1.0,1
1549,1.0,1
1550,0.0,0
1551,1.0,1
1552,0.0,0
1553,1.0,1
1554,0.0,1
1555,1.0,1
1556,0.0,0
1557,1.0,0
1558,0.0,0
1559,0.0,0
1560,0.0,0
1561,1.0,1
1562,1.0,1
1563,0.0,0
1564,0.0,0
1565,1.0,1
1566,0.0,0
1567,1.0,0
1568,0.0,1
1569,1.0,1
1570,1.0,1
1571,1.0,1
1572,0.0,0
1573,0.0,1
1574,1.0,1
1575,1.0,1
1576,0.0,0
1577,0.0,0
1578,1.0,1
1579,1.0,1
1580,1.0,1
1581,0.0,0
1582,1.0,1
1583,1.0,1
1584,1.0,1
1585,1.0,1
1586,0.0,0
1587,0.0,0
1588,0.0,0
1589,1.0,1
1590,0.0,0
1591,0.0,0
1592,0.0,0
1593,1.0,1
1594,0.0,0
1595,1.0,1
1596,1.0,1
1597,0.0,0
1598,0.0,0
1599,0.0,0
1600,1.0,1
1601,0.0,0
1602,0.0,0
1603,0.0,1
1604,1.0,1
1605,0.0,0
1606,1.0,1
1607,0.0,0
1608,0.0,0
1609,0.0,0
1610,0.0,0
1611,1.0,1
1612,1.0,1
1613,0.0,0
1614,1.0,1
1615,0.0,0
1616,1.0,1
1617,1.0,1
1618,1.0,1
1619,0.0,0
1620,1.0,1
1621,1.0,0
1622,1.0,1
1623,1.0,1
1624,1.0,1
1625,1.0,1
1626,1.0,1
1627,0.0,0
1628,1.0,1
1629,0.0,0
1630,1.0,1
1631,1.0,1
1632,0.0,0
1633,0.0,0
1634,1.0,1
1635,1.0,1
1636,0.0,0
1637,1.0,1
1638,1.0,1
1639,1.0,1
1640,1.0,0
1641,0.0,0
1642,1.0,1
1643,1.0,1
1644,0.0,0
1645,1.0,1
1646,0.0,0
1647,1.0,1
1648,1.0,1
1649,1.0,1
1650,0.0,0
1651,0.0,0
1652,1.0,1
1653,1.0,1
1654,1.0,1
1655,0.0,0
1656,0.0,1
1657,1.0,1
1658,0.0,0
1659,0.0,0
1660,1.0,1
1661,0.0,0
1662,1.0,1
1663,1.0,0
1664,0.0,0
